Frequency,FreqOpti,RelCaptTag,SurveyType@Station,MonitoringStatus@Station,Origin,Sex,Locality,DATE,LAT,LON,Name_signal_type
217650,217650,00071AEAAB,Post-Release,Monitored,release,male,Ain Lhalwa,2013-01-25 09:58:41,33.83883,-2.43855,
214812,214812,0006F3C725,Tracking,Lost,release,male,Semaira,2013-03-13 11:53:44,30.14789,-6.67333,weak
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
215743,215743,,Post-Release,Monitored,release,male,Enjil,2013-03-08 07:00:00,33.12872,-4.59770,
219728,219728,00071AD5B0,Breeding,Monitored,release,female,Ouizghet,2013-05-24 08:05:00,32.92776,-3.68551,
218793,218793,000702E8A9,Tracking,Monitored,release,male,Adanna,2013-05-22 08:42:00,29.18242,-8.34112,normal
218793,218793,000702E8A9,Tracking,Monitored,release,male,Adanna,2013-05-22 08:42:00,29.18242,-8.34112,normal
219711,219712,00072A76F1,Breeding,Monitored,release,female,Outat,2013-06-01 10:56:00,33.40264,-3.65269,normal
217460,217460,0006E7E992,Breeding,Monitored,release,female,Lamjalil,2013-06-06 11:05:00,32.90033,-3.97869,normal
217460,217460,0006E7E992,Breeding,Monitored,release,female,Lamjalil,2013-06-06 11:05:00,32.90033,-3.97869,
217460,217460,0006E7E992,Breeding,Monitored,release,female,Lamjalil,2013-06-06 11:05:00,32.90033,-3.97869,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
218255,218255,00074DC0C5,Post-Release,Monitored,release,female,MAH003,2013-06-18 06:30:00,34.00024,-2.16079,
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
217921,217921,0006E7F544,Tracking,Monitored,release,male,Galb Lhrache,2013-02-01 11:57:21,32.85224,-2.68290,normal
217921,217921,0006E7F544,Tracking,Monitored,release,male,Galb Lhrache,2013-02-01 11:57:21,32.85224,-2.68290,
217921,217921,0006E7F544,Tracking,Monitored,release,male,Galb Lhrache,2013-02-01 11:57:21,32.85224,-2.68290,
219023,219023,00071B4211,Post-Release,Monitored,release,male,Ichte,2013-01-28 10:15:30,29.07829,-8.90200,normal
218021,218021,CPF-1798,Breeding,Lost,release,female,Zayda,2013-03-06 12:08:10,32.89228,-4.83897,normal
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,normal
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,normal
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,
216660,216660,00071FECBB,Tracking,Monitored,release,male,Sahma,2013-03-19 09:26:46,33.18893,-3.74650,
219462,219462,00071ADDAA,Tracking,Monitored,release,male,Ain Lhalwa,2013-03-20 10:22:07,33.95498,-2.45531,normal
219800,219801,00071AF0DA,Tracking,Monitored,release,male,Ain Lhalwa,2013-03-12 10:17:10,33.93920,-2.47019,normal
219800,219801,00071AF0DA,Tracking,Monitored,release,male,Ain Lhalwa,2013-03-12 10:17:10,33.93920,-2.47019,
219800,219801,00071AF0DA,Tracking,Monitored,release,male,Ain Lhalwa,2013-03-12 10:17:10,33.93920,-2.47019,
218939,218938,00071ADC82,Tracking,Lost,release,male,Sidi Amer,2013-06-07 08:10:00,33.92586,-2.22019,normal
217661,217661,00070230EB,Tracking,Monitored,release,male,Lhofra,2013-06-12 16:06:00,32.81806,-2.82110,normal
217661,217661,00070230EB,Tracking,Monitored,release,male,Lhofra,2013-06-12 16:06:00,32.81806,-2.82110,
217661,217661,00070230EB,Tracking,Monitored,release,male,Lhofra,2013-06-12 16:06:00,32.81806,-2.82110,
217661,217661,00070230EB,Tracking,Monitored,release,male,Lhofra,2013-06-12 16:06:00,32.81806,-2.82110,
217661,217661,00070230EB,Tracking,Monitored,release,male,Lhofra,2013-06-12 16:06:00,32.81806,-2.82110,
218054,218054,0006E81E07,Tracking,Monitored,release,male,Ghilan,2013-06-12 10:59:00,32.68949,-2.89164,normal
218054,218054,0006E81E07,Tracking,Monitored,release,male,Ghilan,2013-06-12 10:59:00,32.68949,-2.89164,
218054,218054,0006E81E07,Tracking,Monitored,release,male,Ghilan,2013-06-12 10:59:00,32.68949,-2.89164,
218054,218054,0006E81E07,Tracking,Monitored,release,male,Ghilan,2013-06-12 10:59:00,32.68949,-2.89164,
218054,218054,0006E81E07,Tracking,Monitored,release,male,Ghilan,2013-06-12 10:59:00,32.68949,-2.89164,
218343,218343,00071AF71D,Tracking,Lost,release,male,Bouarfa,2013-06-22 07:20:00,32.46339,-2.80132,
215231,215231,00074DC0BC,Post-Release,Monitored,release,male,Ain Lhalwa,2013-06-28 09:07:00,33.72917,-2.52016,normal
218650,218651,000702D967,Breeding,Monitored,release,female,Tamdoult,2013-06-06 11:25:00,29.26332,-8.32492,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
214420,214420,0007290BB1,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-06-20 07:27:00,33.01170,-4.08298,normal
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,normal
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215382,215382,00074DA029,Post-Release,Monitored,release,female,Sidi Amer,2013-06-21 09:39:00,33.99244,-2.27468,
215262,215262,00074F1D60,Post-Release,Monitored,release,male,Sidi Amer,2013-06-28 07:38:00,33.63500,-2.47873,normal
215262,215262,00074F1D60,Post-Release,Monitored,release,male,Sidi Amer,2013-06-28 07:38:00,33.63500,-2.47873,
215262,215262,00074F1D60,Post-Release,Monitored,release,male,Sidi Amer,2013-06-28 07:38:00,33.63500,-2.47873,
217341,217342,000726E7D3,Post-Release,Monitored,release,(indeterminate),Maatarka,2013-07-05 07:23:00,33.29541,-2.72335,intermittent
217819,217819,00074FCE0A,Post-Release,Monitored,release,male,Ain Beni Mathar,2013-07-04 10:42:00,34.04879,-2.15410,normal
214092,214092,00074BFF6D,Post-Release,Monitored,release,male,Sidi Amer,2013-07-09 10:09:00,33.71698,-2.43244,normal
214092,214092,00074BFF6D,Post-Release,Monitored,release,male,Sidi Amer,2013-07-09 10:09:00,33.71698,-2.43244,
214092,214092,00074BFF6D,Post-Release,Monitored,release,male,Sidi Amer,2013-07-09 10:09:00,33.71698,-2.43244,
214092,214092,00074BFF6D,Post-Release,Monitored,release,male,Sidi Amer,2013-07-09 10:09:00,33.71698,-2.43244,
219943,219943,00071B4132,Tracking,Monitored,release,female,Laghwassil,2013-07-16 08:12:00,33.26549,-2.85481,normal
219943,219943,00071B4132,Tracking,Monitored,release,female,Laghwassil,2013-07-16 08:12:00,33.26549,-2.85481,
215253,215253,00074F1BF9,Post-Release,Monitored,release,male,Sidi Amer,2013-07-18 09:13:00,33.72282,-2.36611,normal
215253,215253,00074F1BF9,Post-Release,Monitored,release,male,Sidi Amer,2013-07-18 09:13:00,33.72282,-2.36611,
217831,217830,00072A7763,Post-Release,Monitored,release,(indeterminate),Ecwp Missour,2013-08-05 08:57:00,33.00554,-4.09246,normal
214062,214062,0007025DC3,Tracking,Monitored,release,female,Adanna,2013-08-05 08:25:00,29.18717,-8.30274,normal
214062,214062,0007025DC3,Tracking,Monitored,release,female,Adanna,2013-08-05 08:25:00,29.18717,-8.30274,
219371,219371,0006F3E437,Tracking,Monitored,release,male,Hassi Lahmar,2013-08-23 08:41:00,33.06291,-3.15249,normal
217508,217508,00071B0A38,Post-Release,Monitored,release,male,Wadghaghe,2012-11-21 07:41:00,33.24051,-3.03634,normal
217508,217508,00071B0A38,Post-Release,Monitored,release,male,Wadghaghe,2012-11-21 07:41:00,33.24051,-3.03634,
218228,218228,00071A72A4,Post-Release,Monitored,release,female,Tizghaine,2012-11-21 07:04:00,33.19973,-3.01019,normal
214751,214751,00071B221E,Post-Release,Monitored,release,male,Ain Lhalwa,2012-11-22 13:06:00,33.88289,-2.48352,normal
219420,219421,000720118F,Post-Release,Monitored,release,female,Akka Otmia,2012-12-14 11:33:00,29.31498,-8.45963,normal
215643,215643,00071B2DDF,Tracking,Monitored,release,female,Al Baten,2013-01-21 15:20:50,33.24689,-3.82984,weak
219822,219821,00074DC202,Post-Release,Monitored,release,male,Zabzgar,2013-02-22 09:18:56,32.79574,-3.81024,normal
217322,217322,W-00205,Breeding,Monitored,wild,male,Al Baten,2013-03-13 09:48:22,33.24619,-3.84404,normal
214225,214225,00071AB010,Breeding,Monitored,release,female,Lahssey,2013-03-13 08:51:20,33.21857,-2.96846,normal
218972,218972,00071B9EE8,Breeding,Monitored,release,male,Al Baten,2013-04-10 08:55:48,33.24594,-3.84733,normal
219322,219322,0007136DE4,Tracking,Monitored,release,male,Sehma,2013-05-21 07:20:00,33.14070,-3.68260,normal
219322,219322,0007136DE4,Tracking,Monitored,release,male,Sehma,2013-05-21 07:20:00,33.14070,-3.68260,
219322,219322,0007136DE4,Tracking,Monitored,release,male,Sehma,2013-05-21 07:20:00,33.14070,-3.68260,
217673,217671,00071AD9E4,Breeding,Monitored,release,female,Khokhate,2013-05-30 08:35:00,32.97796,-4.74303,normal
217673,217671,00071AD9E4,Breeding,Monitored,release,female,Khokhate,2013-05-30 08:35:00,32.97796,-4.74303,
216374,216374,00071B1547,Breeding,Monitored,release,female,Rekkam,2013-06-06 07:50:00,33.24208,-3.15624,normal
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
219751,219751,00074BEB80,Post-Release,Monitored,release,male,MAH002,2013-06-18 06:30:00,34.00060,-2.21493,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
217760,217760,00071B055F,Breeding,Monitored,release,male,Al Baten,2012-04-10 09:07:00,33.14994,-3.95044,
217760,217760,00071B055F,Breeding,Monitored,release,male,Al Baten,2012-04-10 09:07:00,33.14994,-3.95044,
217760,217760,00071B055F,Breeding,Monitored,release,male,Al Baten,2012-04-10 09:07:00,33.14994,-3.95044,
217760,217760,00071B055F,Breeding,Monitored,release,male,Al Baten,2012-04-10 09:07:00,33.14994,-3.95044,
214791,214791,0007138D63,Post-Release,Monitored,release,male,Sahma,2012-05-31 08:51:00,33.14590,-3.59785,
214791,214791,0007138D63,Post-Release,Monitored,release,male,Sahma,2012-05-31 08:51:00,33.14590,-3.59785,
214102,214102,00071B18E3,Post-Release,Monitored,release,female,Sahma,2012-05-31 09:35:00,33.12029,-3.76460,
217699,217670,W-00070,Breeding,Monitored,wild,male,Al Baten,2012-06-12 10:56:00,33.19006,-4.03075,normal
218551,218551,0006E7E5AC,Tracking,Monitored,release,male,Lamjalil,2012-07-09 14:01:00,32.87103,-3.94680,
219570,219570,0006E35BC2,Tracking,Monitored,release,male,Tagmoute,2012-07-09 09:52:00,29.94864,-8.23365,normal
219570,219570,0006E35BC2,Tracking,Monitored,release,male,Tagmoute,2012-07-09 09:52:00,29.94864,-8.23365,normal
219071,219071,0006E3AE3E,Tracking,Monitored,release,male,Tagmoute,2012-07-09 10:05:00,29.94163,-8.22969,normal
217351,217351,00071366D9,Tracking,Monitored,release,female,Tagmoute,2012-07-17 09:11:00,29.94739,-8.23387,normal
218042,218042,00070282E8,Tracking,Monitored,release,female,Lamjalil,2012-07-23 11:44:00,32.90236,-3.97918,normal
219580,219580,0007026D65,Tracking,Monitored,release,female,Sidi Amer,2012-09-11 10:29:00,33.85154,-2.34900,weak
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
214971,214971,00074BDE9B,Post-Release,Monitored,release,male,MAH193,2013-06-18 06:30:00,33.46159,-2.70407,
216582,216582,00074D8CDF,Post-Release,Monitored,release,male,Sidi Amer,2013-06-21 09:53:00,33.99549,-2.26157,normal
216582,216582,00074D8CDF,Post-Release,Monitored,release,male,Sidi Amer,2013-06-21 09:53:00,33.99549,-2.26157,
216582,216582,00074D8CDF,Post-Release,Monitored,release,male,Sidi Amer,2013-06-21 09:53:00,33.99549,-2.26157,
216582,216582,00074D8CDF,Post-Release,Monitored,release,male,Sidi Amer,2013-06-21 09:53:00,33.99549,-2.26157,
